L 70.5000, 704.0000, 22.7144, 67.5000, 704.0000, 11.3747, 0, 0, 0
L 67.5000, 704.0000, 11.3747, 59.5000, 737.0000, 11.6624, 0, 0, 0
L 59.5000, 737.0000, 11.6624, 53.5000, 740.0000, 6.9666, 0, 0, 0
L 53.5000, 740.0000, 6.9666, 58.5000, 719.0000, 6.9994, 0, 0, 0
L 58.5000, 719.0000, 6.9994, 67.5000, 702.0000, 11.3747, 0, 0, 0
L 67.5000, 702.0000, 11.3747, 60.5000, 680.0000, 7.5340, 0, 0, 0
L 60.5000, 680.0000, 7.5340, 65.5000, 682.0000, 11.6724, 0, 0, 0
L 65.5000, 682.0000, 11.6724, 72.5000, 675.0000, 22.2165, 0, 0, 0
L 72.5000, 675.0000, 22.2165, 70.5000, 670.0000, 7.3594, 0, 0, 0
L 70.5000, 670.0000, 7.3594, 95.5000, 671.0000, 8.2871, 0, 0, 0
L 95.5000, 671.0000, 8.2871, 106.5000, 666.0000, 7.0049, 0, 0, 0
L 106.5000, 666.0000, 7.0049, 149.5000, 666.0000, 7.2267, 0, 0, 0
L 149.5000, 666.0000, 7.2267, 151.5000, 670.0000, 22.9597, 0, 0, 0
L 151.5000, 670.0000, 22.9597, 153.5000, 657.0000, 9.2206, 0, 0, 0
L 153.5000, 657.0000, 9.2206, 173.5000, 638.0000, 22.2412, 0, 0, 0
L 173.5000, 638.0000, 22.2412, 173.5000, 644.0000, 27.0666, 0, 0, 0
L 173.5000, 644.0000, 27.0666, 168.5000, 649.0000, 27.1012, 0, 0, 0
L 168.5000, 649.0000, 27.1012, 164.5000, 662.0000, 27.9767, 0, 0, 0
L 164.5000, 662.0000, 27.9767, 148.5000, 678.0000, 28.0327, 0, 0, 0
L 148.5000, 678.0000, 28.0327, 107.5000, 678.0000, 27.8968, 0, 0, 0
L 107.5000, 678.0000, 27.8968, 92.5000, 684.0000, 27.9488, 0, 0, 0
L 92.5000, 684.0000, 27.9488, 72.5000, 683.0000, 27.7627, 0, 0, 0
L 72.5000, 683.0000, 27.7627, 76.5000, 704.0000, 28.0043, 0, 0, 0
L 76.5000, 704.0000, 28.0043, 65.5000, 741.0000, 27.7697, 0, 0, 0
L 65.5000, 741.0000, 27.7697, 77.5000, 764.0000, 27.5554, 0, 0, 0
L 77.5000, 764.0000, 27.5554, 65.5000, 787.0000, 27.6207, 0, 0, 0
L 65.5000, 787.0000, 27.6207, 76.5000, 804.0000, 27.8900, 0, 0, 0
L 76.5000, 804.0000, 27.8900, 69.5000, 825.0000, 27.5520, 0, 0, 0
L 69.5000, 825.0000, 27.5520, 72.5000, 844.0000, 27.6807, 0, 0, 0
L 72.5000, 844.0000, 27.6807, 92.5000, 842.0000, 27.9472, 0, 0, 0
L 92.5000, 842.0000, 27.9472, 107.5000, 848.0000, 28.0311, 0, 0, 0
L 107.5000, 848.0000, 28.0311, 149.5000, 848.0000, 28.0010, 0, 0, 0
L 149.5000, 848.0000, 28.0010, 164.5000, 864.0000, 27.9078, 0, 0, 0
L 164.5000, 864.0000, 27.9078, 172.5000, 882.0000, 27.2798, 0, 0, 0
L 172.5000, 882.0000, 27.2798, 193.5000, 894.0000, 27.9532, 0, 0, 0
L 193.5000, 894.0000, 27.9532, 222.5000, 886.0000, 28.0804, 0, 0, 0
L 222.5000, 886.0000, 28.0804, 261.5000, 894.0000, 28.0314, 0, 0, 0
L 261.5000, 894.0000, 28.0314, 280.5000, 884.0000, 27.7814, 0, 0, 0
L 280.5000, 884.0000, 27.7814, 287.5000, 875.0000, 27.8773, 0, 0, 0
L 287.5000, 875.0000, 27.8773, 291.5000, 855.0000, 28.0349, 0, 0, 0
L 291.5000, 855.0000, 28.0349, 307.5000, 838.0000, 28.0728, 0, 0, 0
L 307.5000, 838.0000, 28.0728, 320.5000, 817.0000, 27.5141, 0, 0, 0
L 320.5000, 817.0000, 27.5141, 309.5000, 794.0000, 27.7016, 0, 0, 0
L 309.5000, 794.0000, 27.7016, 320.5000, 771.0000, 28.0827, 0, 0, 0
L 320.5000, 771.0000, 28.0827, 309.5000, 731.0000, 27.9920, 0, 0, 0
L 309.5000, 731.0000, 27.9920, 314.5000, 713.0000, 27.9842, 0, 0, 0
L 314.5000, 713.0000, 27.9842, 313.5000, 703.0000, 27.7199, 0, 0, 0
L 313.5000, 703.0000, 27.7199, 304.5000, 692.0000, 27.5122, 0, 0, 0
L 304.5000, 692.0000, 27.5122, 285.5000, 682.0000, 27.4722, 0, 0, 0
L 285.5000, 682.0000, 27.4722, 257.5000, 678.0000, 28.1108, 0, 0, 0
L 257.5000, 678.0000, 28.1108, 242.5000, 662.0000, 27.8767, 0, 0, 0
L 242.5000, 662.0000, 27.8767, 237.5000, 648.0000, 27.5232, 0, 0, 0
L 237.5000, 648.0000, 27.5232, 215.5000, 627.0000, 28.1548, 0, 0, 0
L 215.5000, 627.0000, 28.1548, 188.5000, 627.0000, 27.7525, 0, 0, 0
L 188.5000, 627.0000, 27.7525, 177.5000, 638.0000, 27.9402, 0, 0, 0
L 177.5000, 638.0000, 27.9402, 177.5000, 632.0000, 22.1802, 0, 0, 0
L 177.5000, 632.0000, 22.1802, 181.5000, 629.0000, 22.2404, 0, 0, 0
L 181.5000, 629.0000, 22.2404, 177.5000, 627.0000, 7.3334, 0, 0, 0
L 177.5000, 627.0000, 7.3334, 177.5000, 612.0000, 7.1790, 0, 0, 0
L 177.5000, 612.0000, 7.1790, 185.5000, 598.0000, 15.1954, 0, 0, 0
L 185.5000, 598.0000, 15.1954, 189.5000, 597.0000, 23.9974, 0, 0, 0
L 189.5000, 597.0000, 23.9974, 191.5000, 585.0000, 22.5099, 0, 0, 0
L 191.5000, 585.0000, 22.5099, 188.5000, 583.0000, 10.7498, 0, 0, 0
L 188.5000, 583.0000, 10.7498, 182.5000, 597.0000, 7.0002, 0, 0, 0
L 182.5000, 597.0000, 7.0002, 185.5000, 584.0000, 6.9998, 0, 0, 0
L 185.5000, 584.0000, 6.9998, 183.5000, 565.0000, 7.0367, 0, 0, 0
L 183.5000, 565.0000, 7.0367, 188.5000, 579.0000, 10.5801, 0, 0, 0
L 188.5000, 579.0000, 10.5801, 191.5000, 577.0000, 22.6001, 0, 0, 0
L 191.5000, 577.0000, 22.6001, 189.5000, 565.0000, 24.1601, 0, 0, 0
L 189.5000, 565.0000, 24.1601, 186.5000, 565.0000, 15.8625, 0, 0, 0
L 186.5000, 565.0000, 15.8625, 181.5000, 550.0000, 7.3187, 0, 0, 0
L 181.5000, 550.0000, 7.3187, 182.5000, 533.0000, 15.8630, 0, 0, 0
L 182.5000, 533.0000, 15.8630, 185.5000, 533.0000, 24.0803, 0, 0, 0
L 185.5000, 533.0000, 24.0803, 185.5000, 529.0000, 23.4001, 0, 0, 0
L 185.5000, 529.0000, 23.4001, 182.5000, 519.0000, 11.0834, 0, 0, 0
L 182.5000, 519.0000, 11.0834, 178.5000, 533.0000, 7.0834, 0, 0, 0
L 178.5000, 533.0000, 7.0834, 178.5000, 512.0000, 22.0004, 0, 0, 0
L 178.5000, 512.0000, 22.0004, 175.5000, 516.0000, 7.0421, 0, 0, 0
L 175.5000, 516.0000, 7.0421, 164.5000, 518.0000, 7.2092, 0, 0, 0
L 164.5000, 518.0000, 7.2092, 159.5000, 517.0000, 6.9999, 0, 0, 0
L 159.5000, 517.0000, 6.9999, 170.5000, 514.0000, 10.0128, 0, 0, 0
L 170.5000, 514.0000, 10.0128, 169.5000, 510.0000, 23.6650, 0, 0, 0
L 169.5000, 510.0000, 23.6650, 160.5000, 511.0000, 24.6200, 0, 0, 0
L 160.5000, 511.0000, 24.6200, 160.5000, 514.0000, 15.9003, 0, 0, 0
L 160.5000, 514.0000, 15.9003, 147.5000, 518.0000, 8.7001, 0, 0, 0
L 147.5000, 518.0000, 8.7001, 127.5000, 518.0000, 15.9333, 0, 0, 0
L 127.5000, 518.0000, 15.9333, 127.5000, 515.0000, 24.6101, 0, 0, 0
L 127.5000, 515.0000, 24.6101, 109.5000, 517.0000, 22.2400, 0, 0, 0
L 109.5000, 517.0000, 22.2400, 97.5000, 511.0000, 24.4020, 0, 0, 0
L 97.5000, 511.0000, 24.4020, 90.5000, 515.0000, 12.3871, 0, 0, 0
L 90.5000, 515.0000, 12.3871, 70.5000, 515.0000, 8.3334, 0, 0, 0
L 70.5000, 515.0000, 8.3334, 70.5000, 512.0000, 11.6670, 0, 0, 0
L 70.5000, 512.0000, 11.6670, 82.5000, 510.0000, 22.2525, 0, 0, 0
L 82.5000, 510.0000, 22.2525, 70.5000, 509.0000, 22.4800, 0, 0, 0
L 70.5000, 509.0000, 22.4800, 69.5000, 503.0000, 29.0000, 0, 0, 0
L 69.5000, 503.0000, 29.0000, 6.5000, 503.0000, 44.0000, 0, 0, 0
L 6.5000, 503.0000, 44.0000, 4.5000, 495.0000, 34.8333, 0, 0, 0
L 4.5000, 495.0000, 34.8333, 3.5000, 511.0000, 44.0000, 0, 0, 0
L 3.5000, 511.0000, 44.0000, -28.5000, 512.0000, 44.0000, 0, 0, 0
L -28.5000, 512.0000, 44.0000, -28.5000, 543.0000, 44.0000, 0, 0, 0
L -28.5000, 543.0000, 44.0000, -101.5000, 543.0000, 44.0000, 0, 0, 0
L -101.5000, 543.0000, 44.0000, -101.5000, 439.0000, 44.0000, 0, 0, 0
L -101.5000, 439.0000, 44.0000, -52.5000, 438.0000, 34.7500, 0, 0, 0
L -52.5000, 438.0000, 34.7500, -53.5000, 435.0000, 44.0000, 0, 0, 0
L -53.5000, 435.0000, 44.0000, -61.5000, 435.0000, 44.0000, 0, 0, 0
L -61.5000, 435.0000, 44.0000, -61.5000, 373.0000, 29.0000, 0, 0, 0
L -61.5000, 373.0000, 29.0000, -53.5000, 373.0000, 29.0000, 0, 0, 0
L -53.5000, 373.0000, 29.0000, -53.5000, 367.0000, 23.7000, 0, 0, 0
L -53.5000, 367.0000, 23.7000, -113.5000, 367.0000, 23.1000, 0, 0, 0
L -113.5000, 367.0000, 23.1000, -115.5000, 361.0000, 18.8333, 0, 0, 0
L -115.5000, 361.0000, 18.8333, -116.5000, 417.0000, 28.0000, 0, 0, 0
L -116.5000, 417.0000, 28.0000, -159.5000, 418.0000, 1.6428, 0, 0, 0
L -159.5000, 418.0000, 1.6428, -157.5000, 421.0000, 14.2269, 0, 0, 0
L -157.5000, 421.0000, 14.2269, -120.5000, 421.0000, 28.0000, 0, 0, 0
L -120.5000, 421.0000, 28.0000, -120.5000, 432.0000, 28.0000, 0, 0, 0
L -120.5000, 432.0000, 28.0000, -116.5000, 432.0000, 0.6715, 0, 0, 0
L -116.5000, 432.0000, 0.6715, -116.5000, 454.0000, 12.9000, 0, 0, 0
L -116.5000, 454.0000, 12.9000, -120.5000, 454.0000, 27.5000, 0, 0, 0
L -120.5000, 454.0000, 27.5000, -120.5000, 468.0000, 27.5000, 0, 0, 0
L -120.5000, 468.0000, 27.5000, -116.5000, 468.0000, 27.9999, 0, 0, 0
L -116.5000, 468.0000, 27.9999, -116.5000, 484.0000, 12.2286, 0, 0, 0
L -116.5000, 484.0000, 12.2286, -120.5000, 484.0000, 27.5000, 0, 0, 0
L -120.5000, 484.0000, 27.5000, -120.5000, 577.0000, 20.0000, 0, 0, 0
L -120.5000, 577.0000, 20.0000, -116.5000, 577.0000, 4.6713, 0, 0, 0
L -116.5000, 577.0000, 4.6713, -116.5000, 599.0000, 16.2999, 0, 0, 0
L -116.5000, 599.0000, 16.2999, -119.5000, 598.0000, 17.5000, 0, 0, 0
L -119.5000, 598.0000, 17.5000, -120.5000, 603.0000, 28.0000, 0, 0, 0
L -120.5000, 603.0000, 28.0000, -117.5000, 603.0000, 28.0000, 0, 0, 0
L -117.5000, 603.0000, 28.0000, -116.5000, 607.0000, 28.0000, 0, 0, 0
L -116.5000, 607.0000, 28.0000, -309.5000, 607.0000, 28.0000, 0, 0, 0
L -309.5000, 607.0000, 28.0000, -309.5000, 604.0000, 28.0000, 0, 0, 0
L -309.5000, 604.0000, 28.0000, -305.5000, 603.0000, 28.0000, 0, 0, 0
L -305.5000, 603.0000, 28.0000, -305.5000, 595.0000, 28.0000, 0, 0, 0
L -305.5000, 595.0000, 28.0000, -309.5000, 595.0000, 28.0000, 0, 0, 0
L -309.5000, 595.0000, 28.0000, -309.5000, 590.0000, 20.3999, 0, 0, 0
L -309.5000, 590.0000, 20.3999, -305.5000, 590.0000, 20.0799, 0, 0, 0
L -305.5000, 590.0000, 20.0799, -305.5000, 571.0000, 0.7286, 0, 0, 0
L -305.5000, 571.0000, 0.7286, -309.5000, 571.0000, 0.7286, 0, 0, 0
L -309.5000, 571.0000, 0.7286, -309.5000, 548.0000, 13.5002, 0, 0, 0
L -309.5000, 548.0000, 13.5002, -305.5000, 548.0000, 20.3540, 0, 0, 0
L -305.5000, 548.0000, 20.3540, -305.5000, 539.0000, 20.3200, 0, 0, 0
L -305.5000, 539.0000, 20.3200, -309.5000, 539.0000, 20.3200, 0, 0, 0
L -309.5000, 539.0000, 20.3200, -309.5000, 536.0000, 21.9201, 0, 0, 0
L -309.5000, 536.0000, 21.9201, -305.5000, 536.0000, 21.9201, 0, 0, 0
L -305.5000, 536.0000, 21.9201, -305.5000, 485.0000, 28.0000, 0, 0, 0
L -305.5000, 485.0000, 28.0000, -309.5000, 485.0000, 28.0000, 0, 0, 0
L -309.5000, 485.0000, 28.0000, -309.5000, 459.0000, 28.0000, 0, 0, 0
L -309.5000, 459.0000, 28.0000, -305.5000, 459.0000, 28.0000, 0, 0, 0
L -305.5000, 459.0000, 28.0000, -305.5000, 421.0000, 28.0000, 0, 0, 0
L -305.5000, 421.0000, 28.0000, -245.5000, 419.0000, 1.3143, 0, 0, 0
L -245.5000, 419.0000, 1.3143, -245.5000, 373.0000, 28.0000, 0, 0, 0
L -245.5000, 373.0000, 28.0000, -222.5000, 373.0000, 28.0000, 0, 0, 0
L -222.5000, 373.0000, 28.0000, -221.5000, 370.0000, 28.0000, 0, 0, 0
L -221.5000, 370.0000, 28.0000, -245.5000, 369.0000, 28.0000, 0, 0, 0
L -245.5000, 369.0000, 28.0000, -246.5000, 361.0000, 9.6667, 0, 0, 0
L -246.5000, 361.0000, 9.6667, -248.5000, 367.0000, 23.7000, 0, 0, 0
L -248.5000, 367.0000, 23.7000, -385.5000, 367.0000, 22.5000, 0, 0, 0
L -385.5000, 367.0000, 22.5000, -385.5000, 347.0000, 22.8001, 0, 0, 0
L -385.5000, 347.0000, 22.8001, -326.5000, 346.0000, 23.3827, 0, 0, 0
L -326.5000, 346.0000, 23.3827, -327.5000, 296.0000, 22.8563, 0, 0, 0
L -327.5000, 296.0000, 22.8563, -320.5000, 294.0000, 19.0333, 0, 0, 0
L -320.5000, 294.0000, 19.0333, -393.5000, 293.0000, 23.9932, 0, 0, 0
L -393.5000, 293.0000, 23.9932, -394.5000, 213.0000, 9.6667, 0, 0, 0
L -394.5000, 213.0000, 9.6667, -396.5000, 219.0000, 23.7000, 0, 0, 0
L -396.5000, 219.0000, 23.7000, -445.5000, 219.0000, 22.8000, 0, 0, 0
L -445.5000, 219.0000, 22.8000, -446.5000, 277.0000, 23.1000, 0, 0, 0
L -446.5000, 277.0000, 23.1000, -467.5000, 277.0000, 22.8001, 0, 0, 0
L -467.5000, 277.0000, 22.8001, -467.5000, 140.0000, 22.8001, 0, 0, 0
L -467.5000, 140.0000, 22.8001, -461.5000, 141.0000, 28.8000, 0, 0, 0
L -461.5000, 141.0000, 28.8000, -460.5000, 138.0000, 22.2756, 0, 0, 0
L -460.5000, 138.0000, 22.2756, -500.5000, 139.0000, 3.1334, 0, 0, 0
L -500.5000, 139.0000, 3.1334, -516.5000, 131.0000, 29.9437, 0, 0, 0
L -516.5000, 131.0000, 29.9437, -514.5000, 118.0000, 27.1949, 0, 0, 0
L -514.5000, 118.0000, 27.1949, -517.5000, 117.0000, 22.2921, 0, 0, 0
L -517.5000, 117.0000, 22.2921, -524.5000, 101.0000, 18.4302, 0, 0, 0
L -524.5000, 101.0000, 18.4302, -518.5000, 78.0000, 27.1924, 0, 0, 0
L -518.5000, 78.0000, 27.1924, -528.5000, 60.0000, 18.1199, 0, 0, 0
L -528.5000, 60.0000, 18.1199, -517.5000, 44.0000, 31.5790, 0, 0, 0
L -517.5000, 44.0000, 31.5790, -517.5000, 38.0000, 27.5374, 0, 0, 0
L -517.5000, 38.0000, 27.5374, -521.5000, 37.0000, 35.5030, 0, 0, 0
L -521.5000, 37.0000, 35.5030, -521.5000, 10.0000, 31.4872, 0, 0, 0
L -521.5000, 10.0000, 31.4872, -510.5000, 11.0000, 36.1193, 0, 0, 0
L -510.5000, 11.0000, 36.1193, -509.5000, 26.0000, 28.3041, 0, 0, 0
L -509.5000, 26.0000, 28.3041, -502.5000, 21.0000, 20.9431, 0, 0, 0
L -502.5000, 21.0000, 20.9431, -489.5000, 18.0000, 18.0616, 0, 0, 0
L -489.5000, 18.0000, 18.0616, -478.5000, 20.0000, 21.3276, 0, 0, 0
L -478.5000, 20.0000, 21.3276, -469.5000, 15.0000, 13.7700, 0, 0, 0
L -469.5000, 15.0000, 13.7700, -469.5000, 10.0000, 18.4012, 0, 0, 0
L -469.5000, 10.0000, 18.4012, -474.5000, 9.0000, 22.4502, 0, 0, 0
L -474.5000, 9.0000, 22.4502, -475.5000, -9.0000, 8.7860, 0, 0, 0
L -475.5000, -9.0000, 8.7860, -471.5000, -16.0000, 16.0000, 0, 0, 0
L -471.5000, -16.0000, 16.0000, -472.5000, -1.0000, 14.3501, 0, 0, 0
L -472.5000, -1.0000, 14.3501, -467.5000, -8.0000, 24.0000, 0, 0, 0
L -467.5000, -8.0000, 24.0000, -468.5000, -39.0000, 24.1600, 0, 0, 0
L -468.5000, -39.0000, 24.1600, -471.5000, -45.0000, 24.0001, 0, 0, 0
L -471.5000, -45.0000, 24.0001, -474.5000, -45.0000, 13.9249, 0, 0, 0
L -474.5000, -45.0000, 13.9249, -471.5000, -38.0000, 12.6623, 0, 0, 0
L -471.5000, -38.0000, 12.6623, -472.5000, -28.0000, 8.0030, 0, 0, 0
L -472.5000, -28.0000, 8.0030, -469.5000, -25.0000, 11.1674, 0, 0, 0
L -469.5000, -25.0000, 11.1674, -473.5000, -23.0000, 7.1672, 0, 0, 0
L -473.5000, -23.0000, 7.1672, -472.5000, -33.0000, 13.0418, 0, 0, 0
L -472.5000, -33.0000, 13.0418, -476.5000, -38.0000, 7.4007, 0, 0, 0
L -476.5000, -38.0000, 7.4007, -476.5000, -46.0000, 14.5874, 0, 0, 0
L -476.5000, -46.0000, 14.5874, -473.5000, -48.0000, 23.8001, 0, 0, 0
L -473.5000, -48.0000, 23.8001, -475.5000, -80.0000, 24.0800, 0, 0, 0
L -475.5000, -80.0000, 24.0800, -481.5000, -88.0000, 15.5501, 0, 0, 0
L -481.5000, -88.0000, 15.5501, -479.5000, -72.0000, 15.0974, 0, 0, 0
L -479.5000, -72.0000, 15.0974, -483.5000, -78.0000, 8.8025, 0, 0, 0
L -483.5000, -78.0000, 8.8025, -481.5000, -103.0000, 23.7951, 0, 0, 0
L -481.5000, -103.0000, 23.7951, -484.5000, -105.0000, 14.2127, 0, 0, 0
L -484.5000, -105.0000, 14.2127, -484.5000, -113.0000, 8.0255, 0, 0, 0
L -484.5000, -113.0000, 8.0255, -481.5000, -117.0000, 12.4000, 0, 0, 0
L -481.5000, -117.0000, 12.4000, -480.5000, -133.0000, 7.3334, 0, 0, 0
L -480.5000, -133.0000, 7.3334, -477.5000, -135.0000, 22.0000, 0, 0, 0
L -477.5000, -135.0000, 22.0000, -493.5000, -141.0000, 7.7070, 0, 0, 0
L -493.5000, -141.0000, 7.7070, -512.5000, -162.0000, 11.8043, 0, 0, 0
L -512.5000, -162.0000, 11.8043, -525.5000, -162.0000, 7.0482, 0, 0, 0
L -525.5000, -162.0000, 7.0482, -535.5000, -168.0000, 16.0000, 0, 0, 0
L -535.5000, -168.0000, 16.0000, -532.5000, -171.0000, 23.9600, 0, 0, 0
L -532.5000, -171.0000, 23.9600, -543.5000, -177.0000, 21.9995, 0, 0, 0
L -543.5000, -177.0000, 21.9995, -553.5000, -192.0000, 23.9997, 0, 0, 0
L -553.5000, -192.0000, 23.9997, -557.5000, -191.0000, 15.3500, 0, 0, 0
L -557.5000, -191.0000, 15.3500, -562.5000, -197.0000, 8.3028, 0, 0, 0
L -562.5000, -197.0000, 8.3028, -562.5000, -200.0000, 7.0785, 0, 0, 0
L -562.5000, -200.0000, 7.0785, -558.5000, -200.0000, 11.0064, 0, 0, 0
L -558.5000, -200.0000, 11.0064, -557.5000, -195.0000, 13.0999, 0, 0, 0
L -557.5000, -195.0000, 13.0999, -554.5000, -195.0000, 24.1997, 0, 0, 0
L -554.5000, -195.0000, 24.1997, -562.5000, -213.0000, 22.2395, 0, 0, 0
L -562.5000, -213.0000, 22.2395, -566.5000, -205.0000, 7.0831, 0, 0, 0
L -566.5000, -205.0000, 7.0831, -569.5000, -213.0000, 7.0000, 0, 0, 0
L -569.5000, -213.0000, 7.0000, -642.5000, -213.0000, 12.0673, 0, 0, 0
L -642.5000, -213.0000, 12.0673, -643.5000, -262.0000, 12.0242, 0, 0, 0
L -643.5000, -262.0000, 12.0242, -569.5000, -262.0000, 12.0237, 0, 0, 0
L -569.5000, -262.0000, 12.0237, -567.5000, -270.0000, 6.9998, 0, 0, 0
L -567.5000, -270.0000, 6.9998, -562.5000, -263.0000, 22.3600, 0, 0, 0
L -562.5000, -263.0000, 22.3600, -554.5000, -277.0000, 23.9996, 0, 0, 0
L -554.5000, -277.0000, 23.9996, -556.5000, -281.0000, 14.3842, 0, 0, 0
L -556.5000, -281.0000, 14.3842, -557.5000, -276.0000, 12.4352, 0, 0, 0
L -557.5000, -276.0000, 12.4352, -563.5000, -276.0000, 6.9995, 0, 0, 0
L -563.5000, -276.0000, 6.9995, -559.5000, -282.0000, 12.9739, 0, 0, 0
L -559.5000, -282.0000, 12.9739, -554.5000, -282.0000, 24.0398, 0, 0, 0
L -554.5000, -282.0000, 24.0398, -550.5000, -290.0000, 22.9129, 0, 0, 0
L -550.5000, -290.0000, 22.9129, -536.5000, -303.0000, 23.6200, 0, 0, 0
L -536.5000, -303.0000, 23.6200, -524.5000, -306.0000, 23.7629, 0, 0, 0
L -524.5000, -306.0000, 23.7629, -535.5000, -307.0000, 16.0001, 0, 0, 0
L -535.5000, -307.0000, 16.0001, -526.5000, -313.0000, 7.1894, 0, 0, 0
L -526.5000, -313.0000, 7.1894, -516.5000, -313.0000, 22.2399, 0, 0, 0
L -516.5000, -313.0000, 22.2399, -520.5000, -315.0000, 7.4952, 0, 0, 0
L -520.5000, -315.0000, 7.4952, -520.5000, -357.0000, 7.0513, 0, 0, 0
L -520.5000, -357.0000, 7.0513, -515.5000, -370.0000, 7.1341, 0, 0, 0
L -515.5000, -370.0000, 7.1341, -516.5000, -394.0000, 7.3593, 0, 0, 0
L -516.5000, -394.0000, 7.3593, -512.5000, -394.0000, 11.3596, 0, 0, 0
L -512.5000, -394.0000, 11.3596, -510.5000, -390.0000, 12.0203, 0, 0, 0
L -510.5000, -390.0000, 12.0203, -510.5000, -394.0000, 22.2632, 0, 0, 0
L -510.5000, -394.0000, 22.2632, -504.5000, -399.0000, 21.8745, 0, 0, 0
L -504.5000, -399.0000, 21.8745, -505.5000, -405.0000, 6.9229, 0, 0, 0
L -505.5000, -405.0000, 6.9229, -485.5000, -407.0000, 7.2401, 0, 0, 0
L -485.5000, -407.0000, 7.2401, -481.5000, -403.0000, 11.1016, 0, 0, 0
L -481.5000, -403.0000, 11.1016, -463.5000, -401.0000, 7.4779, 0, 0, 0
L -463.5000, -401.0000, 7.4779, -438.5000, -408.0000, 11.8235, 0, 0, 0
L -438.5000, -408.0000, 11.8235, -416.5000, -397.0000, 7.3824, 0, 0, 0
L -416.5000, -397.0000, 7.3824, -396.5000, -407.0000, 11.2326, 0, 0, 0
L -396.5000, -407.0000, 11.2326, -393.5000, -407.0000, 11.6514, 0, 0, 0
L -393.5000, -407.0000, 11.6514, -393.5000, -404.0000, 22.2190, 0, 0, 0
L -393.5000, -404.0000, 22.2190, -394.5000, -408.0000, 11.6514, 0, 0, 0
